Time,controller_raw_network_health.mean {controllerid: 2828},controller_raw_network_health.mean {controllerid: 2830},controller_raw_network_health.mean {controllerid: 2831},controller_raw_network_health.mean {controllerid: 2832},controller_raw_network_health.mean {controllerid: 2833},controller_raw_network_health.mean {controllerid: 2834},controller_raw_network_health.mean {controllerid: 2835},controller_raw_network_health.mean {controllerid: 2836},controller_raw_network_health.mean {controllerid: 2837},controller_raw_network_health.mean {controllerid: 2838},controller_raw_network_health.mean {controllerid: 2839},controller_raw_network_health.mean {controllerid: 2840},controller_raw_network_health.mean {controllerid: 2841},controller_raw_network_health.mean {controllerid: 2842},controller_raw_network_health.mean {controllerid: 2843},controller_raw_network_health.mean {controllerid: 2844},controller_raw_network_health.mean {controllerid: 2845},controller_raw_network_health.mean {controllerid: 2846},controller_raw_network_health.mean {controllerid: 2847},controller_raw_network_health.mean {controllerid: 2848},controller_raw_network_health.mean {controllerid: 2849},controller_raw_network_health.mean {controllerid: 2850},controller_raw_network_health.mean {controllerid: 2851},controller_raw_network_health.mean {controllerid: 2852},controller_raw_network_health.mean {controllerid: 2853},controller_raw_network_health.mean {controllerid: 2854},controller_raw_network_health.mean {controllerid: 2855},controller_raw_network_health.mean {controllerid: 2856},controller_raw_network_health.mean {controllerid: 2857},controller_raw_network_health.mean {controllerid: 2858},controller_raw_network_health.mean {controllerid: 2859},controller_raw_network_health.mean {controllerid: 2860},controller_raw_network_health.mean {controllerid: 2861},controller_raw_network_health.mean {controllerid: 4416},controller_raw_network_health.mean {controllerid: 8083},controller_raw_network_health.mean {controllerid: 8084}
1633845300000,,101,80,,80,89,100,80,81,100,76,78,70,,100,100,100,100,,100,100,,100,,,100,100,100,100,100,88,97,,101,101,101
1633845360000,76,101,,70,85,86,100,77,,100,77,76,70,127,100,100,100,100,100,100,100,100,,100,,100,100,100,,100,88,97,89,101,101,101
1633845420000,80,,82,69,82,90,100,,77,100,77,77,69,127,100,100,100,100,100,,,100,100,100,,,100,,100,100,,97,88,101,101,101
1633845480000,76,101,78,69,,,100,79,79,100,,,71,127,100,100,,,100,100,100,100,100,100,,100,,100,100,100,87,,,101,101,101
1633845540000,,101,79,70,85,87,,77,78,,76,80,,127,,,100,100,100,100,100,100,100,100,,100,100,100,100,,88,97,92,101,101,
1633845600000,81,101,,,86,87,100,79,80,100,76,77,69,,100,100,100,100,,100,100,,100,,,100,100,100,100,100,91,96,90,,,101
1633845660000,84,101,79,69,82,89,100,77,,100,76,77,71,127,100,100,100,100,100,100,100,100,,100,,100,100,100,,100,,98,89,101,101,101
1633845720000,,,85,68,,,100,,77,100,77,,69,127,100,100,100,100,100,,,100,100,100,,,100,,100,100,87,97,,101,101,101
1633845780000,76,101,77,68,86,86,100,78,81,100,,80,69,127,100,100,,,100,100,100,100,100,100,,99,,100,100,100,87,,91,101,101,101
1633845840000,77,101,81,,82,86,,77,79,,76,80,,127,,,100,100,100,100,100,100,100,100,,100,100,100,100,,89,97,89,101,101,
1633845900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633845960000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633846020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633846080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633846140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633846200000,,,,,,,,,,,,85,,,,,,,,,100,,,,,78,,,100,,,,,101,,
1633846260000,,,,,,,,,,,86,79,68,,,,,,,,100,,,,,81,,,,,,,,,,
1633846320000,76,101,80,69,,88,,78,82,100,,,67,127,100,100,100,100,100,100,,100,100,100,,,,,100,100,,,89,101,,101
1633846380000,85,101,81,,80,87,100,77,80,,86,79,71,127,100,100,,,100,100,100,100,100,100,,85,100,100,100,100,88,98,90,101,101,101
1633846440000,76,,,68,82,86,,78,80,100,86,79,,127,,,100,100,100,100,100,100,100,100,,81,100,100,100,,87,97,90,101,101,101
1633846500000,,101,80,69,87,86,100,77,80,100,86,79,68,127,100,100,100,100,,100,100,,100,,,79,100,100,100,100,88,98,91,101,101,101
1633846560000,84,101,79,68,,,100,,,100,86,,70,,100,100,100,100,100,,100,100,,100,,80,100,100,,100,,,,101,101,
1633846620000,77,101,78,,88,87,100,79,81,100,,79,69,127,100,100,100,100,100,100,,100,100,100,,,,,100,100,86,97,91,,,101
1633846680000,84,101,79,68,83,87,100,77,80,,86,80,68,127,,100,,,100,100,100,100,100,100,,78,100,100,100,100,88,96,90,101,101,101
1633846740000,76,101,,69,82,86,,77,81,100,86,78,,127,100,,100,100,100,100,100,100,100,,,80,100,100,100,,87,97,91,101,101,101
1633846800000,,,79,69,,,100,77,80,100,86,,69,127,100,100,100,100,,100,100,,100,100,,78,100,100,100,100,89,,,101,101,101
1633846860000,76,101,78,,82,86,100,,,100,89,80,73,,100,100,100,100,100,,100,100,,100,,78,100,100,,100,,97,89,101,101,
1633846920000,75,101,78,68,79,86,100,78,80,100,,80,68,127,100,100,,100,100,100,,100,100,100,,,,,100,100,86,96,90,101,101,101
1633846980000,76,101,80,70,83,87,100,78,80,,86,83,72,127,,100,100,,100,100,100,100,100,100,,79,100,100,100,100,87,97,90,,,101
1633847040000,,101,,68,,,,77,80,100,88,,,,100,,100,100,100,100,100,,100,,,79,100,100,100,,89,97,,101,101,101
1633847100000,84,,80,70,83,,100,77,79,100,86,80,71,127,100,100,100,100,,100,100,,100,100,,81,100,100,100,100,88,,,101,101,101
1633847160000,75,101,82,,86,86,100,,,100,87,84,70,,100,100,100,100,100,,,100,,100,,77,100,,,100,,96,89,101,101,101
1633847220000,80,101,80,68,82,91,100,77,80,100,,83,71,127,100,100,,100,100,100,100,100,100,100,,,,100,100,100,86,97,89,101,101,
1633847280000,,101,80,69,89,88,100,78,80,,86,80,67,127,,100,100,,100,100,100,100,100,100,,81,100,100,100,100,86,96,90,101,101,101
1633847340000,77,101,,70,,89,,77,0,100,87,,,127,100,,100,100,100,100,100,100,100,,,80,100,100,100,,87,,,,,101
1633847400000,79,101,79,,84,,100,78,79,92,86,85,71,127,100,100,100,100,,100,100,,98,98,,80,100,100,100,100,88,97,91,101,101,101
1633847460000,75,,80,68,85,87,100,,,94,86,80,70,,100,100,100,100,100,,,100,,98,,80,100,,,100,,96,90,101,101,101
1633847520000,79,101,79,72,82,90,100,77,79,,,80,70,127,100,100,,100,100,100,100,100,98,97,,,,100,100,100,86,97,90,101,101,101
1633847580000,,101,79,69,,88,,77,79,94,86,,67,127,,100,100,,100,100,100,100,98,97,,78,100,100,100,100,90,98,89,101,101,
1633847640000,75,101,,70,89,89,100,77,79,94,86,83,,127,100,,100,100,100,100,100,100,98,,,82,100,100,100,,89,,,,,101
1633847700000,75,101,80,,82,,100,78,78,95,86,82,69,127,100,100,100,100,,100,100,,98,97,,79,100,100,100,100,86,98,89,101,101,101
1633847760000,75,101,79,68,81,89,100,,,94,86,81,68,,100,100,100,100,100,,,100,,98,,78,100,,,100,,97,91,101,101,101
1633847820000,,,82,68,,87,100,76,80,,,80,69,127,100,100,,100,100,100,100,100,98,98,,,,100,100,100,87,98,90,101,101,101
1633847880000,76,101,,68,84,86,,77,79,94,86,,68,127,,100,100,,100,100,100,100,99,98,,77,100,100,100,100,88,,,101,101,
1633847940000,78,101,79,,79,,100,76,78,94,86,81,,127,100,,100,100,,100,100,100,99,,,79,100,100,100,,86,97,89,,101,101
1633848000000,77,101,78,69,79,86,100,77,79,95,86,80,71,127,100,100,100,100,100,100,100,,98,97,,78,100,100,100,100,,96,89,101,,101
1633848060000,84,101,80,69,82,88,100,,,94,86,80,70,127,100,100,100,100,100,,,100,,98,,80,,,,100,90,98,89,101,101,101
1633848120000,,,78,69,,89,100,77,79,,,,69,,100,100,,100,100,100,100,100,98,97,,,100,100,100,100,89,97,89,101,101,101
1633848180000,78,101,,,82,,,77,80,95,86,83,69,127,,100,100,,100,100,100,100,99,98,,76,100,100,100,100,88,,,101,101,101
1633848240000,85,101,78,68,82,86,100,77,80,95,86,81,,127,100,,100,100,,100,100,100,99,,,83,100,100,100,,87,97,89,101,101,
1633848300000,76,101,78,69,83,85,100,79,,94,86,83,69,127,100,100,100,100,100,100,100,,98,97,,77,100,100,,100,,96,90,,,101
1633848360000,,101,79,72,,86,100,,79,95,86,,70,127,100,100,100,100,100,,,100,,97,,80,,,100,100,88,96,89,101,101,101
1633848420000,84,101,,68,83,89,100,77,78,,,80,70,,100,100,,100,100,100,100,100,98,98,,,100,100,100,100,88,,,101,101,101
1633848480000,80,,78,,81,,,77,80,95,86,82,,127,,100,100,,100,100,100,100,98,97,,78,100,100,100,100,86,98,90,101,101,101
1633848540000,79,101,79,71,82,86,100,78,80,94,86,80,71,127,100,,100,100,,100,100,100,98,,,81,100,100,100,,88,98,89,101,101,101
1633848600000,75,101,84,69,82,86,100,77,,95,86,81,70,127,100,100,100,100,100,100,100,,98,98,,79,100,100,,100,,97,93,101,101,
1633848660000,,101,81,69,,,100,,79,95,86,,70,127,100,100,100,100,100,,,100,,98,,79,,,100,100,87,,88,,,101
1633848720000,78,101,,,84,85,100,77,80,,,78,69,,100,100,,100,100,100,100,100,98,98,,,100,100,100,100,90,97,,101,101,101
1633848780000,77,101,87,72,78,85,,77,80,95,86,82,,127,,100,100,,100,100,100,100,98,98,,80,100,100,100,100,86,97,90,101,101,101
1633848840000,75,,78,69,,89,100,77,82,95,86,79,71,127,100,,100,100,,100,100,100,99,,,81,100,100,100,,88,96,90,101,101,101
1633848900000,76,101,85,69,83,89,100,78,,95,86,,71,127,100,100,100,100,100,100,100,,99,98,,78,100,100,,100,,,90,101,101,101
1633848960000,,101,80,69,80,,100,,80,95,86,80,70,127,100,100,100,100,100,,,100,,98,,78,,,100,100,86,97,,101,101,
1633849020000,75,101,,,81,86,100,78,83,,,80,70,,100,100,,,100,100,100,100,99,98,,,100,100,100,100,88,97,89,,,101
1633849080000,75,101,82,70,81,84,,76,79,96,86,79,,127,,100,100,100,100,100,100,100,98,98,,80,100,100,100,100,87,98,88,101,101,101
1633849140000,75,101,80,70,,85,100,78,80,95,86,,69,127,100,,100,100,,100,100,100,98,,,79,100,100,100,,88,,91,101,101,101
1633849200000,75,,85,68,83,,100,77,,95,86,79,71,127,100,100,100,100,100,100,100,,99,98,,79,100,100,,100,,97,,101,101,101
1633849260000,,101,,68,86,85,100,,79,96,86,80,69,127,100,100,100,100,100,,,100,,98,,81,,,100,100,86,97,90,101,101,
1633849320000,75,101,81,,82,88,100,77,80,,,82,71,,100,100,,,100,100,100,100,99,98,,,100,100,100,100,88,97,90,,,101
1633849380000,79,101,79,68,,86,,77,78,95,86,,,127,,100,100,100,100,100,100,100,99,98,,81,100,100,100,100,88,96,91,101,101,101
1633849440000,77,101,78,69,85,,100,76,81,95,86,81,71,127,100,,100,100,,100,100,100,99,,,81,100,100,100,,86,,,101,101,101
1633849500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633849560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,
1633849620000,76,,79,,,87,100,,,,,,,,100,100,,,,,,,,,,,,,,,90,,,101,101,
1633849680000,85,,80,69,,85,,,,,,,,,,100,,100,,100,,,,,,85,,100,100,,86,,,,,
1633849740000,78,101,78,69,81,,100,76,79,,86,80,71,127,100,,,100,,100,100,100,99,,,82,100,100,100,,86,98,,101,101,101
1633849800000,,101,80,68,80,85,100,,,94,86,80,70,127,100,100,100,100,100,100,100,,99,98,,80,100,100,,100,,96,89,101,101,101
1633849860000,81,,,,83,87,100,76,77,95,,80,72,127,100,100,,100,100,,,100,,98,,80,,,100,100,86,97,89,101,101,101
1633849920000,78,101,80,66,84,87,100,77,80,,86,79,69,127,100,100,100,,100,100,100,100,99,98,,,100,100,100,100,87,97,88,101,101,101
1633849980000,79,101,82,67,,87,,78,78,93,86,,,,,100,100,100,100,100,100,100,98,,,79,100,100,100,100,86,,91,101,101,
1633850040000,,101,80,69,82,,100,76,79,95,86,81,72,127,100,,100,100,,100,100,100,98,97,,79,100,100,100,,87,97,,,,101
1633850100000,77,101,81,68,86,88,100,,,94,86,80,68,127,100,100,100,100,100,100,100,,99,97,,79,100,100,,100,,97,89,101,101,101
1633850160000,78,101,,,81,86,100,76,78,95,,81,70,127,100,100,,100,100,,,100,,97,,80,,,100,100,86,96,89,101,101,101
1633850220000,77,,79,70,,88,,78,79,,87,,68,127,100,100,100,,100,100,100,100,98,98,,,100,100,100,100,89,96,89,101,101,101
1633850280000,81,101,81,72,85,84,100,76,77,94,86,79,,,,100,100,100,100,100,100,100,98,,,79,100,100,100,100,87,,90,101,101,
1633850340000,,101,78,69,83,,100,77,78,94,86,78,70,127,100,,100,100,,100,100,100,98,97,,80,100,100,100,,90,97,,,101,101
1633850400000,78,101,79,70,86,85,100,,,94,86,79,68,127,100,100,100,100,100,100,100,,98,98,,79,100,100,,100,,97,90,101,,101
1633850460000,77,101,,,84,84,100,79,78,94,,84,69,127,100,100,,100,100,,,100,,97,,79,,,100,100,86,97,90,101,101,101
1633850520000,83,,79,69,,86,,78,77,,86,,71,127,100,100,100,,100,100,100,100,99,98,,,100,100,100,100,88,98,91,101,101,101
1633850580000,,101,81,70,81,,100,77,77,94,86,81,,,,100,100,100,,100,100,100,98,,,80,100,100,100,100,87,,,101,101,101
1633850640000,78,101,77,69,83,87,100,77,,92,86,78,68,127,100,,100,100,100,100,100,100,98,97,,80,100,100,100,,89,98,90,101,101,
1633850700000,85,101,,68,80,89,100,,80,94,86,82,71,127,100,100,100,100,100,100,100,,98,98,,80,,100,,100,,97,89,,,101
1633850760000,77,101,79,,,88,100,81,78,94,,,69,127,100,100,,100,100,,,100,,98,,80,100,,100,100,87,99,89,101,101,101
1633850820000,,101,83,67,85,83,,76,78,,86,80,,127,,100,100,,100,100,100,100,98,98,,,100,100,100,,88,96,89,101,101,101
1633850880000,78,,78,68,80,,100,81,78,94,86,80,69,,100,,100,100,,100,100,100,98,,,81,100,100,100,,86,,,101,101,101
1633850940000,77,101,,69,80,90,100,80,,94,87,80,70,127,100,100,100,100,100,100,100,100,98,98,,79,100,100,100,,,96,89,101,101,101
1633851000000,76,101,80,,,85,100,,78,94,88,80,69,127,100,100,100,100,100,100,,,98,98,,79,,,,,87,96,90,101,101,
1633851060000,,101,80,70,82,88,100,76,78,94,,,69,127,100,100,,100,100,,100,100,,97,,79,100,100,100,,89,97,90,,,101
1633851120000,86,101,79,69,88,88,,79,77,,86,78,,127,,100,100,,100,100,100,100,98,97,,,100,100,100,,86,,,101,101,101
1633851180000,77,101,83,68,80,,100,77,78,94,86,79,71,127,100,,100,100,,100,100,100,98,,,81,100,100,100,,87,98,90,101,101,101
1633851240000,77,,,,82,88,100,79,,94,86,80,69,,100,100,100,100,100,100,,100,98,97,,79,100,100,100,,,97,89,,101,101
1633851300000,76,101,82,73,,86,100,,77,93,86,,68,127,100,100,100,100,100,,100,,99,98,,78,,,,100,87,98,90,101,101,
1633851360000,,101,80,70,85,90,100,77,78,94,,81,69,127,100,100,,100,100,100,100,100,,97,,80,100,100,100,100,87,97,90,,101,101
1633851420000,78,101,79,70,80,,,78,79,,86,78,,127,,100,100,,100,100,100,100,99,98,,,100,100,100,100,87,,,101,,101
1633851480000,76,101,79,70,84,85,100,78,,93,86,82,69,127,100,,100,100,,100,100,100,98,,,78,100,100,100,100,87,96,93,101,101,101
1633851540000,78,,,,,85,100,,77,93,86,79,68,,100,100,100,100,100,100,,,98,97,,86,100,100,,,,97,89,101,101,101
1633851600000,78,101,81,69,83,87,100,77,79,93,86,,68,127,100,100,100,100,100,,100,100,98,97,,79,,,100,100,88,97,93,101,101,101
1633851660000,,101,77,71,80,85,100,78,78,93,,79,69,127,100,100,,,100,100,100,100,,98,,81,100,100,100,100,86,,90,101,101,
1633851720000,75,101,79,69,82,,,77,78,,86,80,,127,,100,100,100,100,100,100,100,99,98,,,100,100,100,100,89,98,,,,101
1633851780000,86,101,85,68,,87,100,78,,94,86,80,69,127,100,,100,100,,100,100,100,98,,,79,100,100,100,100,90,96,90,101,101,101
1633851840000,77,101,,,83,87,100,,78,93,86,,69,,100,100,100,100,100,100,,,98,97,,80,100,100,,,,96,88,101,101,101
1633851900000,,,78,70,82,83,100,78,77,94,,80,74,127,100,100,100,100,100,,100,100,98,98,,78,,,100,100,88,97,90,101,101,101
1633851960000,84,101,79,71,80,,,78,82,93,86,81,70,127,100,100,,,100,100,100,100,,97,,80,100,100,100,100,86,,,101,101,101
1633852020000,77,101,79,71,82,87,100,78,77,,87,82,,127,,100,100,100,100,100,100,100,99,97,,,100,100,100,100,87,96,91,101,101,
1633852080000,78,101,80,70,,91,100,79,,95,86,,70,127,100,,100,100,,100,100,100,98,,,79,100,100,100,100,86,97,92,,,101
1633852140000,,101,,,83,84,100,,79,93,88,78,69,,100,100,100,100,100,100,,,98,97,,81,100,100,,,,97,89,101,101,101
1633852200000,78,101,79,68,83,89,100,77,78,95,,79,71,127,100,100,100,100,100,,100,100,99,97,,81,,,100,100,87,,90,101,101,101
1633852260000,78,,80,70,86,,,80,82,95,87,77,69,127,100,100,,,100,100,100,100,,98,,79,100,100,100,100,86,97,,101,101,101
1633852320000,77,101,80,67,,87,100,77,78,,88,,,127,,,100,100,100,100,100,100,99,98,,,100,100,100,100,88,97,89,101,101,
1633852380000,76,101,81,,81,86,100,80,,95,86,78,70,127,100,100,100,100,,100,100,100,99,,,82,100,100,100,100,87,97,91,,101,101
1633852440000,,101,,69,82,87,100,,80,94,88,77,69,,100,100,100,100,100,100,,,98,98,,82,100,100,,,,96,89,101,,101
1633852500000,77,101,77,69,82,86,100,78,78,93,,78,70,127,100,100,,100,100,,100,100,98,98,,79,,,100,100,88,,89,101,101,101
1633852560000,80,,79,69,,,,80,80,94,86,84,69,127,100,100,100,,100,100,100,100,,98,,82,100,100,100,100,86,98,,101,101,101
1633852620000,75,101,79,68,83,90,100,77,78,,88,,,127,,,100,100,100,100,100,100,98,97,,,100,100,100,100,87,96,89,101,101,101
1633852680000,76,101,81,,84,86,100,79,,93,86,79,69,127,100,100,100,100,,100,100,100,99,,,79,100,100,100,100,86,97,89,101,101,
1633852740000,,101,,68,80,88,100,,78,94,88,78,70,127,100,100,100,100,100,100,,,99,98,,82,100,100,,,,98,90,,,101
1633852800000,76,101,77,69,,,100,77,78,94,,78,70,,100,100,,100,100,,100,100,99,97,,80,,,100,100,87,,,101,101,101
1633852860000,76,101,79,69,82,87,,77,79,,86,,71,127,100,100,100,,100,100,100,100,,97,,82,100,100,100,100,87,98,89,101,101,101
1633852920000,75,,80,68,83,85,100,77,78,94,87,79,,127,,,100,100,100,100,100,100,99,,,,100,100,100,100,88,98,92,101,101,101
1633852980000,,101,78,,80,87,100,77,,95,86,79,71,127,100,100,100,100,,100,100,100,99,98,,82,100,100,100,100,88,98,90,101,101,101
1633853040000,75,101,,68,82,89,100,,79,95,88,80,69,127,100,100,100,100,100,100,,,99,97,,80,100,100,,,,,,101,101,
1633853100000,84,,81,71,,,100,77,78,95,,,68,,100,100,,100,100,,100,100,,97,,82,,,,100,86,,,,,
1633853160000,77,101,78,69,,86,,76,80,,86,82,70,,100,100,100,,100,,100,100,99,97,,81,100,100,100,100,87,96,90,,101,
1633853220000,,101,80,68,82,86,100,77,78,95,89,78,,127,,,100,100,,100,100,100,99,,,,100,100,100,100,87,96,89,101,101,101
1633853280000,78,,81,,79,87,100,78,,94,86,78,70,127,100,100,100,100,100,100,100,100,98,97,,80,100,100,100,100,,,90,101,101,101
1633853340000,75,101,,71,,82,100,,79,94,88,,69,127,100,100,100,100,100,100,,,99,97,,80,,100,,,88,97,,101,101,
1633853400000,77,101,85,71,82,,100,78,78,96,,78,70,,100,100,,100,100,,100,100,99,97,,81,100,,100,100,86,96,93,101,101,101
1633853460000,80,101,79,70,81,86,,77,79,,86,79,71,127,100,100,100,,100,100,100,100,,97,,79,100,100,100,100,87,97,90,,,101
1633853520000,,101,79,,84,86,100,78,78,94,87,79,,127,,,100,100,,100,100,100,99,,,,100,100,100,100,88,98,91,101,101,101
1633853580000,77,101,82,69,80,89,100,77,,94,86,79,70,127,100,100,100,100,100,100,100,100,98,98,,82,100,100,100,100,,,92,101,101,101
1633853640000,83,,,67,,,100,,81,94,87,,69,127,100,100,100,100,100,100,,,98,98,,82,,100,,,87,99,,101,101,101
1633853700000,76,101,79,70,83,86,100,78,79,95,,77,70,,100,100,,100,100,,100,100,98,98,,78,100,,100,100,87,97,91,101,101,
1633853760000,,101,79,70,82,92,,77,80,,86,81,74,127,100,100,100,,100,100,100,100,,97,,79,100,100,100,100,86,98,89,,,101
1633853820000,83,101,80,,80,88,100,76,77,94,87,83,,127,,,100,100,,100,100,100,98,,,,100,100,100,100,88,,90,101,101,101
1633853880000,75,101,79,71,,88,100,77,,95,86,,69,127,100,100,100,100,100,100,,100,98,98,,79,100,100,100,100,,97,,101,101,101
1633853940000,84,,,67,90,,100,,80,94,88,78,71,127,100,100,100,100,100,100,100,,98,97,,81,,100,,,87,98,89,101,101,101
1633854000000,76,101,81,68,81,86,,79,79,97,,83,69,,100,100,,100,100,,100,100,,97,,79,100,,100,100,88,97,88,101,101,101
1633854060000,,101,79,68,79,86,100,77,80,,86,78,68,127,,100,100,,100,100,100,100,98,97,,80,100,100,100,100,86,,90,101,101,
1633854120000,79,101,78,,85,87,100,77,78,93,87,81,,127,100,,100,100,,100,100,100,98,,,,100,100,100,100,88,97,90,,,101
1633854180000,77,101,78,71,,,100,78,,96,86,,67,127,100,100,100,100,100,100,,100,98,97,,81,100,100,100,100,,97,,101,101,101
1633854240000,77,101,,70,81,87,100,,80,93,87,81,67,127,100,100,100,100,100,100,100,,98,98,,82,,100,,,88,96,89,101,101,101
1633854300000,,,79,69,82,84,,77,79,94,,79,67,127,100,100,,100,100,,100,100,,98,,78,100,,100,100,89,96,90,101,101,101
1633854360000,79,101,78,,80,90,100,78,81,,86,78,68,,,100,100,,100,100,100,100,98,98,,,100,100,100,100,86,,91,101,101,
1633854420000,77,101,77,68,,85,100,76,78,94,88,,,127,100,,100,100,,100,100,100,98,,,80,100,100,100,100,89,98,,101,101,101
1633854480000,76,101,,69,80,,100,,,94,86,78,68,127,100,100,100,100,100,100,,100,99,97,,80,100,100,,100,,96,91,,,101
1633854540000,77,101,78,69,81,88,100,77,81,95,88,79,66,127,100,100,100,100,100,100,100,,98,98,,82,,100,100,,87,98,89,101,101,101
1633854600000,,101,82,72,88,87,,77,77,94,,78,67,127,100,100,,100,100,,100,100,,97,,79,100,,100,100,87,,88,101,101,101
1633854660000,82,,79,,80,86,100,77,80,,86,78,67,,,100,100,,100,100,100,100,98,97,,,100,100,100,100,87,96,90,101,101,101
1633854720000,78,101,78,67,,,100,77,,94,89,,,127,100,,100,100,,100,100,100,98,,,81,100,100,100,100,88,97,,101,101,
1633854780000,78,101,79,71,88,87,100,,78,94,86,79,68,127,100,100,100,100,100,100,,100,98,97,,79,100,100,,100,,98,88,,101,101
1633854840000,,101,,68,82,87,100,77,79,94,88,78,66,127,100,100,100,100,100,100,100,,98,97,,85,,100,100,,87,97,88,101,,101
1633854900000,76,101,78,70,83,86,,77,78,94,,78,67,127,100,100,,100,100,,100,100,,98,,80,100,,100,100,88,,89,101,101,101
1633854960000,78,,80,,,87,100,77,79,,86,79,67,,,100,100,,100,100,100,100,98,98,,,100,100,100,100,90,97,90,101,101,101
1633855020000,76,101,80,69,81,,100,77,,93,87,,,127,100,,100,100,,100,100,100,98,,,82,100,100,100,100,88,96,,101,101,101
1633855080000,77,101,,70,82,92,100,,78,94,86,80,69,127,100,100,100,100,100,100,,100,98,97,,78,100,100,,100,,97,89,101,101,
1633855140000,,101,83,68,82,89,100,77,79,94,86,81,68,127,100,100,100,100,100,,100,,98,97,,82,,,100,,89,,89,,,101
1633855200000,77,101,77,69,84,91,,77,79,93,,79,70,127,100,100,,100,100,100,100,100,,97,,78,100,100,100,100,87,97,89,101,101,101
1633855260000,74,101,78,,,,100,76,79,,87,,,,,100,100,,100,100,100,100,98,97,,,100,100,100,100,88,97,89,101,101,101
1633855320000,75,,,70,80,87,100,77,,95,86,78,69,127,100,,100,100,,100,100,100,98,,,79,100,100,100,100,87,98,,101,101,101
1633855380000,,101,80,70,80,86,100,,80,95,88,79,69,127,100,100,100,100,100,100,,100,98,97,,80,100,100,,,,,90,101,101,101
1633855440000,76,101,,,,,100,78,80,95,86,78,68,127,100,100,100,100,100,,100,,98,97,,81,,100,100,100,88,,89,101,101,
1633855500000,,101,,,,,,76,80,94,,78,69,127,100,100,,100,100,100,100,100,,97,,82,100,,100,100,86,,,,,101
1633855560000,,101,,,,,100,77,79,,88,,,,,100,100,,100,100,100,100,98,,,,100,100,100,100,89,,,101,101,101
1633855620000,,101,,,,,100,77,,94,86,77,70,127,100,,100,100,,100,100,100,98,98,,77,100,100,100,100,86,,,101,101,101
1633855680000,,,,,,,100,,79,95,87,78,68,127,100,100,100,100,100,100,,100,98,97,,79,,100,,,,,,101,101,101
1633855740000,,101,,,,,100,77,80,94,,82,69,127,100,100,,100,100,,100,,98,98,,79,100,,100,100,88,,,101,101,
1633855800000,,101,,,,,,77,78,,86,,67,127,100,100,100,,100,100,100,100,,98,,79,100,100,100,100,88,,,101,101,101
1633855860000,,101,,,,,100,76,79,93,86,81,,,,100,100,100,100,100,100,100,98,,,,100,100,100,100,87,,,,,101
1633855920000,,101,,,,,100,77,,94,86,79,69,127,100,,100,100,,100,100,100,98,98,,79,100,100,100,100,88,,,101,101,101
1633855980000,,101,,,,,100,,78,94,86,79,68,127,100,100,100,100,100,100,,100,98,97,,80,,100,,100,,,,101,101,101
1633856040000,,,,,,,,76,79,94,,,69,127,100,100,,100,100,,100,,98,97,,79,100,,100,,86,,,101,101,101
1633856100000,,101,,,,,100,77,77,,86,77,67,127,100,100,100,,100,100,100,100,,97,,80,100,100,100,100,87,,,101,101,
1633856160000,,101,,,,,100,76,79,93,86,77,,127,,,100,100,100,100,100,100,98,,,,100,100,100,100,87,,,,,101
1633856220000,,101,,,,,100,77,,96,86,78,67,,100,100,100,100,,100,100,100,98,98,,79,100,100,100,100,88,,,101,101,101
1633856280000,,101,,,,,100,,77,94,86,,68,127,100,100,100,100,100,100,,100,98,97,,83,,100,,,,,,101,101,101
1633856340000,,,,,,,,76,78,95,,79,68,127,100,100,,100,100,,100,,98,98,,79,100,,100,100,87,,,101,101,101
1633856400000,,101,,,,,100,77,78,,86,81,68,127,100,100,100,,100,100,100,100,,98,,83,100,100,100,100,88,,,101,101,101
1633856460000,,101,,,,,100,77,78,94,86,78,,127,,,100,100,100,100,100,100,98,,,,100,100,100,100,87,,,101,101,
1633856520000,,101,,,,,100,76,,94,86,79,68,,100,100,100,100,,100,100,100,98,97,,79,100,100,100,100,88,,,,,101
1633856580000,,101,,,,,100,,78,94,86,,66,127,100,100,100,100,100,100,,100,98,97,,80,,100,,,,,,101,101,101
1633856640000,,101,,,,,,77,79,94,,79,68,127,100,100,,100,100,,100,,98,98,,79,100,,100,100,87,,,101,101,101
1633856700000,,,,,,,100,76,78,,86,78,67,127,100,100,100,,100,100,100,100,,97,,81,100,100,100,100,88,,,101,101,101
1633856760000,,101,,,,,100,77,78,93,86,78,,127,,,100,100,100,100,100,100,98,,,,100,100,100,100,87,,,101,101,
1633856820000,,101,,,,,100,77,,94,86,,69,,100,100,100,100,,100,100,100,98,98,,80,100,100,100,100,,,,101,101,101
1633856880000,,101,,,,,100,,79,93,86,78,66,127,100,100,100,100,100,100,,100,98,97,,82,,100,,,88,,,,,101
1633856940000,,101,,,,,,78,78,94,,79,69,127,100,100,,100,100,,100,,98,98,,81,100,,100,100,87,,,101,101,101
